mssubclass,mszoning,lotfrontage,lotshape,lotconfig,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,exterior1st,exterior2nd,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heatingqc,centralair,electrical,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,fireplacequ,garagetype,garageyrblt,garagefinish,garagecars,garagearea,garagequal,wooddecksf,openporchsf,enclosedporch,fence,miscfeature,miscval,mosold,yrsold,saletype,salecondition,saleprice,SalePrice Bucket
MSSubClass-60,MSZoning-RL,LotFrontage-70,LotShape-IR1,LotConfig-Inside,Neighborhood-SawyerW,Condition1-Norm,BldgType-1Fam,HouseStyle-2Story,OverallQual-6,OverallCond-5,YearBuilt-1994,YearRemodAdd-1994,RoofStyle-Gable,Exterior1st-HdBoard,Exterior2nd-HdBoard,MasVnrType-BrkFace,MasVnrArea-105,ExterQual-Gd,ExterCond-Gd,Foundation-PConc,BsmtQual-Gd,BsmtCond-Gd,BsmtExposure-No,BsmtFinType1-GLQ,BsmtFinSF1-814,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-114,TotalBsmtSF-928,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1721,BsmtFullBath-0,BsmtHalfBath-1,FullBath-2,HalfBath-1,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-7,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-1994,GarageFinish-RFn,GarageCars-2,GarageArea-471,GarageQual-TA,WoodDeckSF-300,OpenPorchSF-87,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-7,YrSold-2007,SaleType-WD,SaleCondition-Normal,SalePrice-201000,gt_200000
MSSubClass-90,MSZoning-RL,LotFrontage-67,LotShape-Reg,LotConfig-Inside,Neighborhood-Edwards,Condition1-Feedr,BldgType-Duplex,HouseStyle-1.5Fin,OverallQual-5,OverallCond-7,YearBuilt-1900,YearRemodAdd-2003,RoofStyle-Gable,Exterior1st-MetalSd,Exterior2nd-MetalSd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-ALQ,BsmtFinSF1-1084,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-188,TotalBsmtSF-1272,HeatingQC-Gd,CentralAir-Y,Electrical-SBrkr,GrLivArea-2200,BsmtFullBath-2,BsmtHalfBath-0,FullBath-2,HalfBath-2,BedroomAbvGr-4,KitchenQual-TA,TotRmsAbvGrd-9,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-NA,GarageYrBlt-NA,GarageFinish-NA,GarageCars-0,GarageArea-0,GarageQual-NA,WoodDeckSF-0,OpenPorchSF-70,EnclosedPorch-0,Fence-GdPrv,MiscFeature-NA,MiscVal-0,MoSold-9,YrSold-2008,SaleType-WD,SaleCondition-Normal,SalePrice-145900,gt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-65,LotShape-Reg,LotConfig-Inside,Neighborhood-Gilbert,Condition1-RRAn,BldgType-1Fam,HouseStyle-1Story,OverallQual-6,OverallCond-5,YearBuilt-2005,YearRemodAdd-2006,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-None,MasVnrArea-0,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-GLQ,BsmtFinSF1-28,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-1288,TotalBsmtSF-1316,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1316,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-2005,GarageFinish-Fin,GarageCars-2,GarageArea-397,GarageQual-TA,WoodDeckSF-100,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-10,YrSold-2006,SaleType-New,SaleCondition-Partial,SalePrice-169990,gt_100000
MSSubClass-120,MSZoning-RL,LotFrontage-50,LotShape-Reg,LotConfig-Inside,Neighborhood-SawyerW,Condition1-Norm,BldgType-TwnhsE,HouseStyle-1Story,OverallQual-6,OverallCond-5,YearBuilt-1993,YearRemodAdd-1994,RoofStyle-Gable,Exterior1st-Plywood,Exterior2nd-Plywood,MasVnrType-None,MasVnrArea-0,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-LwQ,BsmtFinSF1-165,BsmtFinType2-GLQ,BsmtFinSF2-841,BsmtUnfSF-598,TotalBsmtSF-1604,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1617,BsmtFullBath-1,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-2,KitchenQual-Gd,TotRmsAbvGrd-5,Functional-Typ,Fireplaces-1,FireplaceQu-Fa,GarageType-Attchd,GarageYrBlt-1993,GarageFinish-RFn,GarageCars-2,GarageArea-533,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-69,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-7,YrSold-2008,SaleType-WD,SaleCondition-Normal,SalePrice-193000,gt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-79,LotShape-Reg,LotConfig-Inside,Neighborhood-NWAmes,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-6,OverallCond-6,YearBuilt-1980,YearRemodAdd-1980,RoofStyle-Gable,Exterior1st-Plywood,Exterior2nd-Plywood,MasVnrType-BrkFace,MasVnrArea-157,ExterQual-TA,ExterCond-Gd,Foundation-CBlock,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-BLQ,BsmtFinSF1-625,BsmtFinType2-LwQ,BsmtFinSF2-1061,BsmtUnfSF-0,TotalBsmtSF-1686,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-1686,BsmtFullBath-1,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-7,Functional-Typ,Fireplaces-1,FireplaceQu-TA,GarageType-Attchd,GarageYrBlt-1980,GarageFinish-Unf,GarageCars-2,GarageArea-612,GarageQual-TA,WoodDeckSF-384,OpenPorchSF-131,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-5,YrSold-2006,SaleType-WD,SaleCondition-Normal,SalePrice-207500,gt_200000
MSSubClass-20,MSZoning-RL,LotFrontage-NA,LotShape-IR1,LotConfig-Corner,Neighborhood-NWAmes,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-5,OverallCond-6,YearBuilt-1977,YearRemodAdd-1977,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-Av,BsmtFinType1-ALQ,BsmtFinSF1-767,BsmtFinType2-LwQ,BsmtFinSF2-93,BsmtUnfSF-266,TotalBsmtSF-1126,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-1126,BsmtFullBath-0,BsmtHalfBath-1,FullBath-2,HalfBath-0,BedroomAbvGr-3,KitchenQual-Ex,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-1977,GarageFinish-RFn,GarageCars-2,GarageArea-540,GarageQual-TA,WoodDeckSF-180,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-3,YrSold-2008,SaleType-WD,SaleCondition-Abnorml,SalePrice-175000,gt_100000
MSSubClass-60,MSZoning-RL,LotFrontage-93,LotShape-Reg,LotConfig-Inside,Neighborhood-NridgHt,Condition1-Norm,BldgType-1Fam,HouseStyle-2Story,OverallQual-8,OverallCond-5,YearBuilt-2003,YearRemodAdd-2004,RoofStyle-Hip,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-BrkFace,MasVnrArea-340,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-1181,TotalBsmtSF-1181,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-2374,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-1,BedroomAbvGr-4,KitchenQual-Ex,TotRmsAbvGrd-10,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-BuiltIn,GarageYrBlt-2003,GarageFinish-Fin,GarageCars-3,GarageArea-656,GarageQual-TA,WoodDeckSF-104,OpenPorchSF-100,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-5,YrSold-2007,SaleType-WD,SaleCondition-Normal,SalePrice-285000,gt_200000
MSSubClass-60,MSZoning-RL,LotFrontage-NA,LotShape-Reg,LotConfig-Inside,Neighborhood-NWAmes,Condition1-Feedr,BldgType-1Fam,HouseStyle-2Story,OverallQual-7,OverallCond-5,YearBuilt-1968,YearRemodAdd-1968,RoofStyle-Gable,Exterior1st-MetalSd,Exterior2nd-MetalSd,MasVnrType-BrkFace,MasVnrArea-342,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-BLQ,BsmtFinSF1-552,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-280,TotalBsmtSF-832,HeatingQC-Gd,CentralAir-Y,Electrical-SBrkr,GrLivArea-1978,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-1,BedroomAbvGr-4,KitchenQual-TA,TotRmsAbvGrd-9,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-1968,GarageFinish-RFn,GarageCars-2,GarageArea-486,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-43,EnclosedPorch-0,Fence-GdPrv,MiscFeature-NA,MiscVal-0,MoSold-4,YrSold-2008,SaleType-WD,SaleCondition-Normal,SalePrice-176000,gt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-NA,LotShape-Reg,LotConfig-Inside,Neighborhood-CollgCr,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-8,OverallCond-5,YearBuilt-2001,YearRemodAdd-2001,RoofStyle-Hip,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-None,MasVnrArea-0,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-Av,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-1753,TotalBsmtSF-1753,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1788,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-3,KitchenQual-Ex,TotRmsAbvGrd-7,Functional-Typ,Fireplaces-1,FireplaceQu-TA,GarageType-Attchd,GarageYrBlt-2001,GarageFinish-RFn,GarageCars-2,GarageArea-522,GarageQual-TA,WoodDeckSF-202,OpenPorchSF-151,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-6,YrSold-2009,SaleType-WD,SaleCondition-Normal,SalePrice-236500,gt_200000
MSSubClass-60,MSZoning-RL,LotFrontage-NA,LotShape-IR1,LotConfig-Corner,Neighborhood-Gilbert,Condition1-Norm,BldgType-1Fam,HouseStyle-2Story,OverallQual-7,OverallCond-5,YearBuilt-1997,YearRemodAdd-1997,RoofStyle-Gable,Exterior1st-HdBoard,Exterior2nd-HdBoard,MasVnrType-BrkFace,MasVnrArea-285,ExterQual-TA,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-964,TotalBsmtSF-964,HeatingQC-Gd,CentralAir-Y,Electrical-SBrkr,GrLivArea-2236,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-1,BedroomAbvGr-4,KitchenQual-Gd,TotRmsAbvGrd-8,Functional-Typ,Fireplaces-1,FireplaceQu-TA,GarageType-BuiltIn,GarageYrBlt-1997,GarageFinish-Fin,GarageCars-2,GarageArea-642,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-11,YrSold-2006,SaleType-WD,SaleCondition-Normal,SalePrice-222000,gt_200000
MSSubClass-20,MSZoning-RL,LotFrontage-73,LotShape-IR1,LotConfig-Inside,Neighborhood-Timber,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-8,OverallCond-5,YearBuilt-2007,YearRemodAdd-2007,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-None,MasVnrArea-0,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-Av,BsmtFinType1-GLQ,BsmtFinSF1-16,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-1450,TotalBsmtSF-1466,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1466,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-7,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-2007,GarageFinish-Fin,GarageCars-3,GarageArea-610,GarageQual-TA,WoodDeckSF-100,OpenPorchSF-18,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-7,YrSold-2009,SaleType-WD,SaleCondition-Normal,SalePrice-201000,gt_200000
MSSubClass-20,MSZoning-RL,LotFrontage-70,LotShape-Reg,LotConfig-Inside,Neighborhood-NAmes,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-5,OverallCond-6,YearBuilt-1965,YearRemodAdd-1965,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-BLQ,BsmtFinSF1-338,BsmtFinType2-Rec,BsmtFinSF2-466,BsmtUnfSF-121,TotalBsmtSF-925,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-925,BsmtFullBath-0,BsmtHalfBath-1,FullBath-1,HalfBath-0,BedroomAbvGr-2,KitchenQual-TA,TotRmsAbvGrd-5,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Detchd,GarageYrBlt-1965,GarageFinish-Unf,GarageCars-1,GarageArea-429,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-GdWo,MiscFeature-NA,MiscVal-0,MoSold-7,YrSold-2009,SaleType-WD,SaleCondition-Normal,SalePrice-117500,gt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-84,LotShape-IR1,LotConfig-Corner,Neighborhood-Somerst,Condition1-RRNn,BldgType-1Fam,HouseStyle-1Story,OverallQual-9,OverallCond-5,YearBuilt-2006,YearRemodAdd-2006,RoofStyle-Hip,Exterior1st-VinylSd,Exterior2nd-ImStucc,MasVnrType-Stone,MasVnrArea-302,ExterQual-Ex,ExterCond-TA,Foundation-PConc,BsmtQual-Ex,BsmtCond-Gd,BsmtExposure-No,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-1905,TotalBsmtSF-1905,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1905,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-3,KitchenQual-Ex,TotRmsAbvGrd-8,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-2006,GarageFinish-Fin,GarageCars-3,GarageArea-788,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-191,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-3,YrSold-2007,SaleType-WD,SaleCondition-Normal,SalePrice-320000,gt_300000
MSSubClass-20,MSZoning-RL,LotFrontage-63,LotShape-Reg,LotConfig-FR2,Neighborhood-CollgCr,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-7,OverallCond-5,YearBuilt-2004,YearRemodAdd-2004,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-BrkFace,MasVnrArea-210,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-Av,BsmtFinType1-GLQ,BsmtFinSF1-20,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-1480,TotalBsmtSF-1500,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1500,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-2004,GarageFinish-RFn,GarageCars-2,GarageArea-570,GarageQual-TA,WoodDeckSF-192,OpenPorchSF-36,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-8,YrSold-2009,SaleType-WD,SaleCondition-Normal,SalePrice-190000,gt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-313,LotShape-IR2,LotConfig-Inside,Neighborhood-NAmes,Condition1-PosA,BldgType-1Fam,HouseStyle-1Story,OverallQual-7,OverallCond-7,YearBuilt-1960,YearRemodAdd-2007,RoofStyle-Flat,Exterior1st-Wd Sdng,Exterior2nd-Wd Sdng,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-Gd,BsmtFinType1-GLQ,BsmtFinSF1-425,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-160,TotalBsmtSF-585,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-2069,BsmtFullBath-1,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-4,KitchenQual-Gd,TotRmsAbvGrd-9,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-1960,GarageFinish-RFn,GarageCars-2,GarageArea-505,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-11,YrSold-2008,SaleType-WD,SaleCondition-Normal,SalePrice-242000,gt_200000
MSSubClass-30,MSZoning-RL,LotFrontage-52,LotShape-IR1,LotConfig-Inside,Neighborhood-BrkSide,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-4,OverallCond-5,YearBuilt-1926,YearRemodAdd-1953,RoofStyle-Gable,Exterior1st-MetalSd,Exterior2nd-MetalSd,MasVnrType-BrkFace,MasVnrArea-108,ExterQual-TA,ExterCond-Gd,Foundation-PConc,BsmtQual-Fa,BsmtCond-TA,BsmtExposure-Mn,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-600,TotalBsmtSF-600,HeatingQC-Gd,CentralAir-Y,Electrical-SBrkr,GrLivArea-747,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-1,KitchenQual-TA,TotRmsAbvGrd-5,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Detchd,GarageYrBlt-1953,GarageFinish-Unf,GarageCars-2,GarageArea-528,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-32,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-6,YrSold-2006,SaleType-WD,SaleCondition-Normal,SalePrice-79900,lt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-67,LotShape-Reg,LotConfig-Inside,Neighborhood-SawyerW,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-7,OverallCond-5,YearBuilt-2003,YearRemodAdd-2003,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-NA,MasVnrArea-NA,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-GLQ,BsmtFinSF1-833,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-343,TotalBsmtSF-1176,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1200,BsmtFullBath-1,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-2,KitchenQual-Gd,TotRmsAbvGrd-5,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-2003,GarageFinish-RFn,GarageCars-2,GarageArea-555,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-41,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-8,YrSold-2009,SaleType-WD,SaleCondition-Normal,SalePrice-184900,gt_100000
MSSubClass-60,MSZoning-RL,LotFrontage-75,LotShape-Reg,LotConfig-Inside,Neighborhood-Somerst,Condition1-Norm,BldgType-1Fam,HouseStyle-2Story,OverallQual-7,OverallCond-5,YearBuilt-2005,YearRemodAdd-2005,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-None,MasVnrArea-0,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-Mn,BsmtFinType1-GLQ,BsmtFinSF1-341,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-772,TotalBsmtSF-1113,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1971,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-1,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-8,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-2005,GarageFinish-RFn,GarageCars-2,GarageArea-689,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-48,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-2,YrSold-2009,SaleType-WD,SaleCondition-Normal,SalePrice-253000,gt_200000
MSSubClass-60,MSZoning-RL,LotFrontage-73,LotShape-Reg,LotConfig-Inside,Neighborhood-CollgCr,Condition1-Norm,BldgType-1Fam,HouseStyle-2Story,OverallQual-7,OverallCond-5,YearBuilt-2006,YearRemodAdd-2006,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-None,MasVnrArea-0,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-Gd,BsmtExposure-Mn,BsmtFinType1-GLQ,BsmtFinSF1-464,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-927,TotalBsmtSF-1391,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1962,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-1,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-7,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-2006,GarageFinish-RFn,GarageCars-3,GarageArea-868,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-90,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-8,YrSold-2006,SaleType-New,SaleCondition-Partial,SalePrice-239799,gt_200000
MSSubClass-70,MSZoning-RL,LotFrontage-NA,LotShape-Reg,LotConfig-Inside,Neighborhood-ClearCr,Condition1-Norm,BldgType-1Fam,HouseStyle-2Story,OverallQual-7,OverallCond-7,YearBuilt-1940,YearRemodAdd-1950,RoofStyle-Gable,Exterior1st-MetalSd,Exterior2nd-MetalSd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-Gd,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-Mn,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-1032,TotalBsmtSF-1032,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-2403,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-4,KitchenQual-TA,TotRmsAbvGrd-10,Functional-Typ,Fireplaces-2,FireplaceQu-TA,GarageType-Attchd,GarageYrBlt-1940,GarageFinish-Unf,GarageCars-1,GarageArea-349,GarageQual-TA,WoodDeckSF-56,OpenPorchSF-0,EnclosedPorch-318,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-6,YrSold-2010,SaleType-COD,SaleCondition-Normal,SalePrice-244400,gt_200000
MSSubClass-90,MSZoning-RL,LotFrontage-55,LotShape-IR1,LotConfig-Inside,Neighborhood-Mitchel,Condition1-Norm,BldgType-Duplex,HouseStyle-1Story,OverallQual-6,OverallCond-5,YearBuilt-1976,YearRemodAdd-1976,RoofStyle-Gable,Exterior1st-Plywood,Exterior2nd-Plywood,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-Gd,BsmtFinType1-Rec,BsmtFinSF1-936,BsmtFinType2-LwQ,BsmtFinSF2-396,BsmtUnfSF-396,TotalBsmtSF-1728,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-1728,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-4,KitchenQual-TA,TotRmsAbvGrd-8,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-1976,GarageFinish-Unf,GarageCars-2,GarageArea-574,GarageQual-TA,WoodDeckSF-40,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-7,YrSold-2006,SaleType-WD,SaleCondition-Normal,SalePrice-150900,gt_100000
